"ITTER107","Territory","TIPO_DATO15","Biometric functions","SEXISTAT1","Gender","ETA1","Age and age class","TIME","Select time","Value","Flag Codes","Flags"
"ITC49","Lodi","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.166,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.392,,
"ITF35","Salerno","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",55.076,,
"ITF41","Foggia","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",53.863,,
"ITF34","Avellino","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",51.227,,
"ITF62","Crotone","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",50.695,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",51.95,,
"ITG19","Siracusa","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",50.066,,
"ITD41","Pordenone","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",51.743,,
"ITF43","Taranto","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.289,,
"ITF62","Crotone","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",47.774,,
"ITF41","Foggia","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.027,,
"ITF52","Matera","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.455,,
"ITF33","Napoli","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",44.012,,
"ITF44","Brindisi","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.28,,
"ITF62","Crotone","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",44.835,,
"ITG12","Palermo","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",45.009,,
"ITF52","Matera","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",45.495,,
"ITF41","Foggia","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",41.245,,
"ITD35","Venezia","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.756,,
"ITD56","Ferrara","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",40.787,,
"ITG27","Cagliari","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",42.564,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.313,,
"ITF34","Avellino","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",36.746,,
"ITD59","Rimini","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",37.239,,
"ITF22","Campobasso","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",34.6,,
"ITF52","Matera","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.959,,
"ITF42","Bari","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.25,,
"ITG16","Enna","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.752,,
"ITF43","Taranto","LIFEXP","life expectancy - ex","9","total","Y50","50 years","2021","2021",33.002,,
"ITF22","Campobasso","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",31.816,,
"ITG17","Catania","LIFEXP","life expectancy - ex","9","total","Y51","51 years","2021","2021",31.779,,
"ITC49","Lodi","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",31.081,,
"ITF62","Crotone","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",29.839,,
"ITG12","Palermo","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",29.832,,
"ITG19","Siracusa","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",29.113,,
"ITG17","Catania","LIFEXP","life expectancy - ex","9","total","Y54","54 years","2021","2021",29.005,,
"ITF35","Salerno","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",28.319,,
"ITF45","Lecce","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.403,,
"ITF51","Potenza","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",28.975,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.44,,
"ITD56","Ferrara","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",26.896,,
"ITC13","Biella","LIFEXP","life expectancy - ex","9","total","Y58","58 years","2021","2021",26.617,,
"ITE15","Prato","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",24.409,,
"ITG11","Trapani","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",24.086,,
"ITG27","Cagliari","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",26.011,,
"ITF43","Taranto","LIFEXP","life expectancy - ex","9","total","Y61","61 years","2021","2021",23.192,,
"ITG26","Nuoro","LIFEXP","life expectancy - ex","9","total","Y62","62 years","2021","2021",23.115,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",21.475,,
"ITF33","Napoli","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",19.616,,
"ITF34","Avellino","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",20.814,,
"ITF61","Cosenza","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",20.678,,
"ITF62","Crotone","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",20.282,,
"ITD59","Rimini","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.924,,
"ITG15","Caltanissetta","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",19.128,,
"ITE15","Prato","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",61.757,,
"ITF33","Napoli","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",58.694,,
"ITF42","Bari","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.542,,
"ITG11","Trapani","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.155,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.767,,
"ITG28","Oristano","LIFEXP","life expectancy - ex","9","total","Y22","22 years","2021","2021",60.717,,
"ITF51","Potenza","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",59.68,,
"ITG27","Cagliari","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",61.118,,
"ITC43","Lecco","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.855,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.634,,
"ITF21","Isernia","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",58.364,,
"ITF42","Bari","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",57.578,,
"ITG16","Enna","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",56.791,,
"ITG28","Oristano","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",57.743,,
"ITG13","Messina","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",55.748,,
"ITF42","Bari","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",53.642,,
"ITF45","Lecce","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.205,,
"ITC49","Lodi","LIFEXP","life expectancy - ex","9","total","Y30","30 years","2021","2021",53.217,,
"ITF42","Bari","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",51.681,,
"ITF65","Reggio di Calabria","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.229,,
"ITC43","Lecco","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.996,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",49.392,,
"ITF42","Bari","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.746,,
"ITG13","Messina","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",47.91,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y34","34 years","2021","2021",48.998,,
"ITF21","Isernia","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.652,,
"ITF61","Cosenza","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.306,,
"ITF62","Crotone","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",45.818,,
"ITG16","Enna","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",46.07,,
"ITG16","Enna","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",45.101,,
"ITG28","Oristano","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.035,,
"ITG27","Cagliari","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",44.485,,
"ITF35","Salerno","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",40.431,,
"ITG13","Messina","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",40.155,,
"ITG25","Sassari","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",41.646,,
"ITF41","Foggia","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",38.397,,
"ITF45","Lecce","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",39.649,,
"ITG13","Messina","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",38.247,,
"ITG25","Sassari","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",38.78,,
"ITF11","L'Aquila","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.654,,
"ITF44","Brindisi","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.648,,
"ITF65","Reggio di Calabria","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",35.742,,
"ITG15","Caltanissetta","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",34.855,,
"ITG26","Nuoro","LIFEXP","life expectancy - ex","9","total","Y47","47 years","2021","2021",36.231,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.891,,
"ITF42","Bari","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",35.198,,
"ITF43","Taranto","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",34.87,,
"ITF61","Cosenza","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",34.799,,
"ITC43","Lecco","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",35.521,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",34.953,,
"ITF65","Reggio di Calabria","LIFEXP","life expectancy - ex","9","total","Y49","49 years","2021","2021",33.872,,
"ITF45","Lecce","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",31.21,,
"ITG26","Nuoro","LIFEXP","life expectancy - ex","9","total","Y53","53 years","2021","2021",30.737,,
"ITF41","Foggia","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",28.276,,
"ITF52","Matera","LIFEXP","life expectancy - ex","9","total","Y55","55 years","2021","2021",29.605,,
"ITF52","Matera","LIFEXP","life expectancy - ex","9","total","Y56","56 years","2021","2021",28.693,,
"ITC49","Lodi","LIFEXP","life expectancy - ex","9","total","Y57","57 years","2021","2021",27.429,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",25.713,,
"ITF35","Salerno","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",24.821,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y59","59 years","2021","2021",25.449,,
"ITF21","Isernia","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",24.104,,
"ITG14","Agrigento","LIFEXP","life expectancy - ex","9","total","Y60","60 years","2021","2021",23.835,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y61","61 years","2021","2021",23.97,,
"ITF14","Chieti","LIFEXP","life expectancy - ex","9","total","Y61","61 years","2021","2021",24.042,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y61","61 years","2021","2021",23.727,,
"ITF43","Taranto","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",21.527,,
"ITF61","Cosenza","LIFEXP","life expectancy - ex","9","total","Y63","63 years","2021","2021",21.513,,
"ITF14","Chieti","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",21.498,,
"ITF43","Taranto","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",20.708,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",21.209,,
"ITG26","Nuoro","LIFEXP","life expectancy - ex","9","total","Y64","64 years","2021","2021",21.52,,
"ITE15","Prato","LIFEXP","life expectancy - ex","9","total","Y65","65 years","2021","2021",20.042,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y20","20 years","2021","2021",63.158,,
"ITF21","Isernia","LIFEXP","life expectancy - ex","9","total","Y20","20 years","2021","2021",62.28,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y20","20 years","2021","2021",62.716,,
"ITD57","Ravenna","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",62.502,,
"ITG17","Catania","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",60.823,,
"ITG27","Cagliari","LIFEXP","life expectancy - ex","9","total","Y21","21 years","2021","2021",63.093,,
"ITF42","Bari","LIFEXP","life expectancy - ex","9","total","Y23","23 years","2021","2021",59.553,,
"ITF14","Chieti","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",59.14,,
"ITF33","Napoli","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",56.729,,
"ITF43","Taranto","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",58.142,,
"ITF51","Potenza","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",58.696,,
"ITF65","Reggio di Calabria","LIFEXP","life expectancy - ex","9","total","Y24","24 years","2021","2021",58.097,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y25","25 years","2021","2021",57.84,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.215,,
"ITF45","Lecce","LIFEXP","life expectancy - ex","9","total","Y26","26 years","2021","2021",57.154,,
"ITG25","Sassari","LIFEXP","life expectancy - ex","9","total","Y27","27 years","2021","2021",56.241,,
"ITF22","Campobasso","LIFEXP","life expectancy - ex","9","total","Y28","28 years","2021","2021",53.869,,
"ITF11","L'Aquila","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",54.175,,
"ITF34","Avellino","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",53.179,,
"ITF65","Reggio di Calabria","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",53.181,,
"ITG13","Messina","LIFEXP","life expectancy - ex","9","total","Y29","29 years","2021","2021",52.804,,
"ITF11","L'Aquila","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.226,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.317,,
"ITF14","Chieti","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",52.245,,
"ITG14","Agrigento","LIFEXP","life expectancy - ex","9","total","Y31","31 years","2021","2021",50.954,,
"ITE15","Prato","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.921,,
"ITG17","Catania","LIFEXP","life expectancy - ex","9","total","Y32","32 years","2021","2021",50.03,,
"ITE31","Pesaro e Urbino","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",51.197,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",50.367,,
"ITF33","Napoli","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",47.906,,
"ITG18","Ragusa","LIFEXP","life expectancy - ex","9","total","Y33","33 years","2021","2021",49.982,,
"ITF22","Campobasso","LIFEXP","life expectancy - ex","9","total","Y35","35 years","2021","2021",46.964,,
"ITF33","Napoli","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",44.982,,
"ITF63","Catanzaro","LIFEXP","life expectancy - ex","9","total","Y36","36 years","2021","2021",47.069,,
"ITD59","Rimini","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",46.887,,
"ITG15","Caltanissetta","LIFEXP","life expectancy - ex","9","total","Y37","37 years","2021","2021",44.427,,
"ITC43","Lecco","LIFEXP","life expectancy - ex","9","total","Y38","38 years","2021","2021",46.077,,
"ITG11","Trapani","LIFEXP","life expectancy - ex","9","total","Y39","39 years","2021","2021",43.544,,
"ITF51","Potenza","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",43.098,,
"ITG15","Caltanissetta","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",41.52,,
"ITG17","Catania","LIFEXP","life expectancy - ex","9","total","Y40","40 years","2021","2021",42.224,,
"ITE22","Terni","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",43.02,,
"ITG12","Palermo","LIFEXP","life expectancy - ex","9","total","Y41","41 years","2021","2021",41.117,,
"ITG16","Enna","LIFEXP","life expectancy - ex","9","total","Y42","42 years","2021","2021",40.3,,
"ITF22","Campobasso","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.303,,
"ITF41","Foggia","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",39.344,,
"ITF52","Matera","LIFEXP","life expectancy - ex","9","total","Y43","43 years","2021","2021",40.649,,
"ITG14","Agrigento","LIFEXP","life expectancy - ex","9","total","Y44","44 years","2021","2021",38.359,,
"ITG15","Caltanissetta","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",36.743,,
"ITG26","Nuoro","LIFEXP","life expectancy - ex","9","total","Y45","45 years","2021","2021",38.102,,
"ITF12","Teramo","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.777,,
"ITF42","Bari","LIFEXP","life expectancy - ex","9","total","Y46","46 years","2021","2021",37.106,,
"ITE17","Pisa","LIFEXP","life expectancy - ex","9","total","Y48","48 years","2021","2021",36.338,,
